State,Parameters,Month,count,Year
Odisha,Asthma/COPD Cases,January,5503.0,2020.0
Odisha,Respiratory Mortality,January,11.0,2020.0
Odisha,Respiratory Mortality,January,153.0,2020.0
Puducherry,Other Respiratory Illness Cases,January,145.0,2020.0
Puducherry,Asthma Cases,January,212.0,2020.0
Puducherry,Respiratory Hospitalizations,January,1270.0,2020.0
Puducherry,Asthma/COPD Cases,January,457.0,2020.0
Puducherry,Respiratory Mortality,January,0.0,2020.0
Puducherry,Respiratory Mortality,January,3.0,2020.0
Punjab,Other Respiratory Illness Cases,January,811.0,2020.0
Punjab,Asthma Cases,January,1174.0,2020.0
Punjab,Respiratory Hospitalizations,January,389.0,2020.0
Punjab,Asthma/COPD Cases,January,1423.0,2020.0
Punjab,Respiratory Mortality,January,5.0,2020.0
Punjab,Respiratory Mortality,January,215.0,2020.0
Rajasthan,Other Respiratory Illness Cases,January,12672.0,2020.0
Rajasthan,Asthma Cases,January,2732.0,2020.0
Rajasthan,Respiratory Hospitalizations,January,4328.0,2020.0
Rajasthan,Asthma/COPD Cases,January,17507.0,2020.0
Rajasthan,Respiratory Mortality,January,31.0,2020.0
Rajasthan,Respiratory Mortality,January,479.0,2020.0
Sikkim,Other Respiratory Illness Cases,January,24.0,2020.0
Sikkim,Asthma Cases,January,0.0,2020.0
Sikkim,Respiratory Hospitalizations,January,40.0,2020.0
Sikkim,Asthma/COPD Cases,January,111.0,2020.0
Sikkim,Respiratory Mortality,January,0.0,2020.0
Sikkim,Respiratory Mortality,January,10.0,2020.0
Tamil Nadu,Other Respiratory Illness Cases,January,526.0,2020.0
Tamil Nadu,Asthma Cases,January,306.0,2020.0
Tamil Nadu,Respiratory Hospitalizations,January,69552.0,2020.0
Tamil Nadu,Asthma/COPD Cases,January,8412.0,2020.0
Tamil Nadu,Respiratory Mortality,January,9.0,2020.0
Tamil Nadu,Respiratory Mortality,January,444.0,2020.0
Telangana,Other Respiratory Illness Cases,January,677.0,2020.0
Telangana,Asthma Cases,January,770.0,2020.0
Telangana,Respiratory Hospitalizations,January,940.0,2020.0
Telangana,Asthma/COPD Cases,January,2476.0,2020.0
Telangana,Respiratory Mortality,January,26.0,2020.0
Telangana,Respiratory Mortality,January,83.0,2020.0
Tripura,Other Respiratory Illness Cases,January,150.0,2020.0
Tripura,Asthma Cases,January,32.0,2020.0
Tripura,Respiratory Hospitalizations,January,228.0,2020.0
Tripura,Asthma/COPD Cases,January,1282.0,2020.0
Tripura,Respiratory Mortality,January,0.0,2020.0
Tripura,Respiratory Mortality,January,51.0,2020.0
Uttar Pradesh,Other Respiratory Illness Cases,January,13385.0,2020.0
Uttar Pradesh,Asthma Cases,January,3246.0,2020.0
Uttar Pradesh,Respiratory Hospitalizations,January,4583.0,2020.0
Uttar Pradesh,Asthma/COPD Cases,January,18580.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,23.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,274.0,2020.0
Uttarakhand,Other Respiratory Illness Cases,January,234.0,2020.0
Uttarakhand,Asthma Cases,January,163.0,2020.0
Uttarakhand,Respiratory Hospitalizations,January,233.0,2020.0
Uttarakhand,Asthma/COPD Cases,January,509.0,2020.0
Uttarakhand,Respiratory Mortality,January,2.0,2020.0
Uttarakhand,Respiratory Mortality,January,24.0,2020.0
West Bengal,Other Respiratory Illness Cases,January,2095.0,2020.0
West Bengal,Asthma Cases,January,567.0,2020.0
West Bengal,Respiratory Hospitalizations,January,5742.0,2020.0
West Bengal,Asthma/COPD Cases,January,21419.0,2020.0
West Bengal,Respiratory Mortality,January,29.0,2020.0
West Bengal,Respiratory Mortality,January,1418.0,2020.0
Andhra Pradesh,Other Respiratory Illness Cases,January,0.0,2020.0
Andhra Pradesh,Asthma Cases,January,0.0,2020.0
Andhra Pradesh,Respiratory Hospitalizations,January,0.0,2020.0
Andhra Pradesh,Asthma/COPD Cases,January,0.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,0.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,0.0,2020.0
Arunachal Pradesh,Other Respiratory Illness Cases,January,0.0,2020.0
Arunachal Pradesh,Asthma Cases,January,0.0,2020.0
Arunachal Pradesh,Respiratory Hospitalizations,January,6.0,2020.0
Arunachal Pradesh,Asthma/COPD Cases,January,19.0,2020.0
Assam,Other Respiratory Illness Cases,January,171.0,2020.0
Assam,Asthma Cases,January,168.0,2020.0
Assam,Respiratory Hospitalizations,January,201.0,2020.0
Assam,Asthma/COPD Cases,January,426.0,2020.0
Assam,Respiratory Mortality,January,0.0,2020.0
Assam,Respiratory Mortality,January,24.0,2020.0
Bihar,Other Respiratory Illness Cases,January,0.0,2020.0
Bihar,Asthma Cases,January,0.0,2020.0
Bihar,Respiratory Hospitalizations,January,0.0,2020.0
Bihar,Asthma/COPD Cases,January,0.0,2020.0
Bihar,Respiratory Mortality,January,0.0,2020.0
Bihar,Respiratory Mortality,January,0.0,2020.0
Chhattisgarh,Other Respiratory Illness Cases,January,107.0,2020.0
Chhattisgarh,Asthma Cases,January,26.0,2020.0
Chhattisgarh,Respiratory Hospitalizations,January,192.0,2020.0
Chhattisgarh,Asthma/COPD Cases,January,212.0,2020.0
Chhattisgarh,Respiratory Mortality,January,0.0,2020.0
Chhattisgarh,Respiratory Mortality,January,5.0,2020.0
Daman & Diu,Other Respiratory Illness Cases,January,0.0,2020.0
Daman & Diu,Asthma Cases,January,0.0,2020.0
Daman & Diu,Respiratory Hospitalizations,January,0.0,2020.0
Daman & Diu,Asthma/COPD Cases,January,0.0,2020.0
Daman & Diu,Respiratory Mortality,January,0.0,2020.0
Daman & Diu,Respiratory Mortality,January,0.0,2020.0
Delhi,Other Respiratory Illness Cases,January,1125.0,2020.0
Delhi,Asthma Cases,January,548.0,2020.0
Delhi,Respiratory Hospitalizations,January,661.0,2020.0
Delhi,Asthma/COPD Cases,January,2627.0,2020.0
Delhi,Respiratory Mortality,January,0.0,2020.0
Delhi,Respiratory Mortality,January,148.0,2020.0
Goa,Other Respiratory Illness Cases,January,0.0,2020.0
Goa,Asthma Cases,January,0.0,2020.0
Goa,Respiratory Hospitalizations,January,0.0,2020.0
Goa,Asthma/COPD Cases,January,1.0,2020.0
Goa,Respiratory Mortality,January,0.0,2020.0
Goa,Respiratory Mortality,January,0.0,2020.0
Gujarat,Other Respiratory Illness Cases,January,50.0,2020.0
Gujarat,Asthma Cases,January,11.0,2020.0
Gujarat,Respiratory Hospitalizations,January,136.0,2020.0
Gujarat,Asthma/COPD Cases,January,101.0,2020.0
Gujarat,Respiratory Mortality,January,0.0,2020.0
Gujarat,Respiratory Mortality,January,15.0,2020.0
Haryana,Other Respiratory Illness Cases,January,0.0,2020.0
Haryana,Asthma Cases,January,0.0,2020.0
Haryana,Respiratory Hospitalizations,January,0.0,2020.0
Haryana,Asthma/COPD Cases,January,0.0,2020.0
Haryana,Respiratory Mortality,January,0.0,2020.0
Haryana,Respiratory Mortality,January,0.0,2020.0
Himachal Pradesh,Other Respiratory Illness Cases,January,0.0,2020.0
Himachal Pradesh,Asthma Cases,January,0.0,2020.0
Himachal Pradesh,Asthma/COPD Cases,January,9.0,2020.0
Himachal Pradesh,Respiratory Mortality,January,0.0,2020.0
Himachal Pradesh,Respiratory Mortality,January,0.0,2020.0
Jammu & Kashmir,Other Respiratory Illness Cases,January,5.0,2020.0
Jammu & Kashmir,Asthma Cases,January,9.0,2020.0
Jammu & Kashmir,Respiratory Hospitalizations,January,42.0,2020.0
Jammu & Kashmir,Asthma/COPD Cases,January,0.0,2020.0
Jammu & Kashmir,Respiratory Mortality,January,0.0,2020.0
Jammu & Kashmir,Respiratory Mortality,January,0.0,2020.0
Jharkhand,Other Respiratory Illness Cases,January,12.0,2020.0
Jharkhand,Asthma Cases,January,22.0,2020.0
Jharkhand,Respiratory Hospitalizations,January,26.0,2020.0
Jharkhand,Asthma/COPD Cases,January,136.0,2020.0
Jharkhand,Respiratory Mortality,January,0.0,2020.0
Jharkhand,Respiratory Mortality,January,2.0,2020.0
Karnataka,Other Respiratory Illness Cases,January,603.0,2020.0
Karnataka,Asthma Cases,January,423.0,2020.0
Karnataka,Respiratory Hospitalizations,January,912.0,2020.0
Karnataka,Asthma/COPD Cases,January,4069.0,2020.0
Karnataka,Respiratory Mortality,January,0.0,2020.0
Karnataka,Respiratory Mortality,January,90.0,2020.0
Kerala,Other Respiratory Illness Cases,January,636.0,2020.0
Kerala,Asthma Cases,January,827.0,2020.0
Kerala,Respiratory Hospitalizations,January,2016.0,2020.0
Kerala,Asthma/COPD Cases,January,2941.0,2020.0
Kerala,Respiratory Mortality,January,0.0,2020.0
Kerala,Respiratory Mortality,January,55.0,2020.0
Madhya Pradesh,Other Respiratory Illness Cases,January,217.0,2020.0
Madhya Pradesh,Asthma Cases,January,19.0,2020.0
Madhya Pradesh,Respiratory Hospitalizations,January,239.0,2020.0
Madhya Pradesh,Asthma/COPD Cases,January,1734.0,2020.0
Madhya Pradesh,Respiratory Mortality,January,1.0,2020.0
Madhya Pradesh,Respiratory Mortality,January,52.0,2020.0
Maharashtra,Other Respiratory Illness Cases,January,232.0,2020.0
Maharashtra,Asthma Cases,January,106.0,2020.0
Maharashtra,Respiratory Hospitalizations,January,109.0,2020.0
Maharashtra,Asthma/COPD Cases,January,3.0,2020.0
Maharashtra,Respiratory Mortality,January,3.0,2020.0
Maharashtra,Respiratory Mortality,January,243.0,2020.0
Manipur,Other Respiratory Illness Cases,January,1.0,2020.0
Manipur,Asthma Cases,January,0.0,2020.0
Manipur,Respiratory Hospitalizations,January,0.0,2020.0
Manipur,Asthma/COPD Cases,January,17.0,2020.0
Meghalaya,Other Respiratory Illness Cases,January,70.0,2020.0
Meghalaya,Asthma Cases,January,3.0,2020.0
Meghalaya,Respiratory Hospitalizations,January,175.0,2020.0
Meghalaya,Asthma/COPD Cases,January,174.0,2020.0
Meghalaya,Respiratory Mortality,January,0.0,2020.0
Meghalaya,Respiratory Mortality,January,5.0,2020.0
Mizoram,Other Respiratory Illness Cases,January,30.0,2020.0
Mizoram,Asthma Cases,January,0.0,2020.0
Mizoram,Respiratory Hospitalizations,January,19.0,2020.0
Mizoram,Asthma/COPD Cases,January,44.0,2020.0
Mizoram,Respiratory Mortality,January,0.0,2020.0
Mizoram,Respiratory Mortality,January,8.0,2020.0
Nagaland,Other Respiratory Illness Cases,January,3.0,2020.0
Nagaland,Asthma Cases,January,0.0,2020.0
Nagaland,Respiratory Hospitalizations,January,14.0,2020.0
Nagaland,Asthma/COPD Cases,January,21.0,2020.0
Nagaland,Respiratory Mortality,January,0.0,2020.0
Nagaland,Respiratory Mortality,January,2.0,2020.0
Odisha,Other Respiratory Illness Cases,January,33.0,2020.0
Odisha,Asthma Cases,January,64.0,2020.0
Odisha,Respiratory Hospitalizations,January,47.0,2020.0
Odisha,Asthma/COPD Cases,January,211.0,2020.0
Odisha,Respiratory Mortality,January,0.0,2020.0
Odisha,Respiratory Mortality,January,2.0,2020.0
Puducherry,Other Respiratory Illness Cases,January,0.0,2020.0
Puducherry,Asthma Cases,January,3.0,2020.0
Puducherry,Respiratory Hospitalizations,January,3.0,2020.0
Puducherry,Asthma/COPD Cases,January,2.0,2020.0
Puducherry,Respiratory Mortality,January,0.0,2020.0
Puducherry,Respiratory Mortality,January,0.0,2020.0
Punjab,Other Respiratory Illness Cases,January,0.0,2020.0
Punjab,Asthma Cases,January,0.0,2020.0
Punjab,Respiratory Hospitalizations,January,0.0,2020.0
Punjab,Asthma/COPD Cases,January,2.0,2020.0
Punjab,Respiratory Mortality,January,0.0,2020.0
Punjab,Respiratory Mortality,January,0.0,2020.0
Rajasthan,Other Respiratory Illness Cases,January,21.0,2020.0
Rajasthan,Asthma Cases,January,0.0,2020.0
Rajasthan,Respiratory Hospitalizations,January,0.0,2020.0
Rajasthan,Asthma/COPD Cases,January,0.0,2020.0
Rajasthan,Respiratory Mortality,January,0.0,2020.0
Rajasthan,Respiratory Mortality,January,0.0,2020.0
Telangana,Other Respiratory Illness Cases,January,0.0,2020.0
Telangana,Asthma Cases,January,0.0,2020.0
Telangana,Respiratory Hospitalizations,January,0.0,2020.0
Telangana,Asthma/COPD Cases,January,0.0,2020.0
Telangana,Respiratory Mortality,January,0.0,2020.0
Telangana,Respiratory Mortality,January,0.0,2020.0
Tripura,Respiratory Mortality,January,6.0,2020.0
Uttar Pradesh,Other Respiratory Illness Cases,January,906.0,2020.0
Uttar Pradesh,Asthma Cases,January,439.0,2020.0
Uttar Pradesh,Respiratory Hospitalizations,January,531.0,2020.0
Uttar Pradesh,Asthma/COPD Cases,January,297.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,0.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,0.0,2020.0
Uttarakhand,Respiratory Hospitalizations,January,3.0,2020.0
Uttarakhand,Asthma/COPD Cases,January,5.0,2020.0
West Bengal,Other Respiratory Illness Cases,January,7.0,2020.0
West Bengal,Asthma Cases,January,0.0,2020.0
West Bengal,Respiratory Hospitalizations,January,7.0,2020.0
West Bengal,Asthma/COPD Cases,January,26.0,2020.0
West Bengal,Respiratory Mortality,January,0.0,2020.0
West Bengal,Respiratory Mortality,January,12.0,2020.0
A & N Islands,Other Respiratory Illness Cases,January,0.0,2020.0
A & N Islands,Asthma Cases,January,0.0,2020.0
A & N Islands,Respiratory Hospitalizations,January,0.0,2020.0
A & N Islands,Asthma/COPD Cases,January,0.0,2020.0
A & N Islands,Respiratory Mortality,January,0.0,2020.0
A & N Islands,Respiratory Mortality,January,0.0,2020.0
Andhra Pradesh,Other Respiratory Illness Cases,January,226.0,2020.0
Andhra Pradesh,Asthma Cases,January,346.0,2020.0
Andhra Pradesh,Respiratory Hospitalizations,January,214.0,2020.0
Andhra Pradesh,Asthma/COPD Cases,January,2443.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,0.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,26.0,2020.0
Arunachal Pradesh,Other Respiratory Illness Cases,January,0.0,2020.0
Arunachal Pradesh,Asthma Cases,January,0.0,2020.0
Arunachal Pradesh,Respiratory Hospitalizations,January,0.0,2020.0
Arunachal Pradesh,Asthma/COPD Cases,January,0.0,2020.0
Assam,Other Respiratory Illness Cases,January,79.0,2020.0
Assam,Asthma Cases,January,64.0,2020.0
Assam,Respiratory Hospitalizations,January,64.0,2020.0
Assam,Asthma/COPD Cases,January,197.0,2020.0
Assam,Respiratory Mortality,January,0.0,2020.0
Assam,Respiratory Mortality,January,3.0,2020.0
Bihar,Other Respiratory Illness Cases,January,128.0,2020.0
Bihar,Asthma Cases,January,94.0,2020.0
Bihar,Respiratory Hospitalizations,January,455.0,2020.0
Bihar,Asthma/COPD Cases,January,85.0,2020.0
Bihar,Respiratory Mortality,January,1.0,2020.0
Bihar,Respiratory Mortality,January,0.0,2020.0
Chandigarh,Other Respiratory Illness Cases,January,85.0,2020.0
Chandigarh,Asthma Cases,January,26.0,2020.0
Chandigarh,Respiratory Hospitalizations,January,0.0,2020.0
Chandigarh,Asthma/COPD Cases,January,25.0,2020.0
Chandigarh,Respiratory Mortality,January,0.0,2020.0
Chandigarh,Respiratory Mortality,January,0.0,2020.0
Chhattisgarh,Other Respiratory Illness Cases,January,109.0,2020.0
Chhattisgarh,Asthma Cases,January,28.0,2020.0
Chhattisgarh,Respiratory Hospitalizations,January,43.0,2020.0
Chhattisgarh,Asthma/COPD Cases,January,4.0,2020.0
Chhattisgarh,Respiratory Mortality,January,0.0,2020.0
Chhattisgarh,Respiratory Mortality,January,7.0,2020.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,January,0.0,2020.0
Dadra & Nagar Haveli,Asthma Cases,January,0.0,2020.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,January,0.0,2020.0
Dadra & Nagar Haveli,Asthma/COPD Cases,January,0.0,2020.0
Dadra & Nagar Haveli,Respiratory Mortality,January,0.0,2020.0
Dadra & Nagar Haveli,Respiratory Mortality,January,0.0,2020.0
Daman & Diu,Other Respiratory Illness Cases,January,0.0,2020.0
Daman & Diu,Asthma Cases,January,0.0,2020.0
Daman & Diu,Respiratory Hospitalizations,January,0.0,2020.0
Daman & Diu,Asthma/COPD Cases,January,0.0,2020.0
Daman & Diu,Respiratory Mortality,January,0.0,2020.0
Daman & Diu,Respiratory Mortality,January,1.0,2020.0
Delhi,Other Respiratory Illness Cases,January,1794.0,2020.0
Delhi,Asthma Cases,January,1034.0,2020.0
Delhi,Respiratory Hospitalizations,January,1086.0,2020.0
Delhi,Asthma/COPD Cases,January,1167.0,2020.0
Delhi,Respiratory Mortality,January,0.0,2020.0
Delhi,Respiratory Mortality,January,61.0,2020.0
Goa,Other Respiratory Illness Cases,January,0.0,2020.0
Goa,Asthma Cases,January,0.0,2020.0
Goa,Respiratory Hospitalizations,January,0.0,2020.0
Goa,Asthma/COPD Cases,January,1.0,2020.0
Goa,Respiratory Mortality,January,0.0,2020.0
Goa,Respiratory Mortality,January,0.0,2020.0
Gujarat,Other Respiratory Illness Cases,January,84.0,2020.0
Gujarat,Asthma Cases,January,52.0,2020.0
Gujarat,Respiratory Hospitalizations,January,1074.0,2020.0
Gujarat,Asthma/COPD Cases,January,692.0,2020.0
Gujarat,Respiratory Mortality,January,1.0,2020.0
Gujarat,Respiratory Mortality,January,21.0,2020.0
Haryana,Other Respiratory Illness Cases,January,56.0,2020.0
Haryana,Asthma Cases,January,56.0,2020.0
Haryana,Respiratory Hospitalizations,January,94.0,2020.0
Haryana,Asthma/COPD Cases,January,49.0,2020.0
Haryana,Respiratory Mortality,January,2.0,2020.0
Haryana,Respiratory Mortality,January,19.0,2020.0
Himachal Pradesh,Other Respiratory Illness Cases,January,0.0,2020.0
Himachal Pradesh,Asthma Cases,January,0.0,2020.0
Himachal Pradesh,Respiratory Hospitalizations,January,0.0,2020.0
Himachal Pradesh,Asthma/COPD Cases,January,0.0,2020.0
Himachal Pradesh,Respiratory Mortality,January,0.0,2020.0
Himachal Pradesh,Respiratory Mortality,January,0.0,2020.0
Jammu & Kashmir,Other Respiratory Illness Cases,January,5.0,2020.0
Jammu & Kashmir,Asthma Cases,January,9.0,2020.0
Jammu & Kashmir,Respiratory Hospitalizations,January,42.0,2020.0
Jammu & Kashmir,Asthma/COPD Cases,January,0.0,2020.0
Jammu & Kashmir,Respiratory Mortality,January,0.0,2020.0
Jammu & Kashmir,Respiratory Mortality,January,0.0,2020.0
Jharkhand,Other Respiratory Illness Cases,January,61.0,2020.0
Jharkhand,Asthma Cases,January,34.0,2020.0
Jharkhand,Respiratory Hospitalizations,January,11.0,2020.0
Jharkhand,Asthma/COPD Cases,January,57.0,2020.0
Jharkhand,Respiratory Mortality,January,0.0,2020.0
Jharkhand,Respiratory Mortality,January,2.0,2020.0
Karnataka,Other Respiratory Illness Cases,January,1615.0,2020.0
Karnataka,Asthma Cases,January,684.0,2020.0
Karnataka,Respiratory Hospitalizations,January,939.0,2020.0
Karnataka,Asthma/COPD Cases,January,4050.0,2020.0
Karnataka,Respiratory Mortality,January,1.0,2020.0
Karnataka,Respiratory Mortality,January,112.0,2020.0
Kerala,Other Respiratory Illness Cases,January,145.0,2020.0
Kerala,Asthma Cases,January,409.0,2020.0
Kerala,Respiratory Hospitalizations,January,443.0,2020.0
Kerala,Asthma/COPD Cases,January,882.0,2020.0
Kerala,Respiratory Mortality,January,1.0,2020.0
Kerala,Respiratory Mortality,January,21.0,2020.0
Madhya Pradesh,Other Respiratory Illness Cases,January,863.0,2020.0
Madhya Pradesh,Asthma Cases,January,180.0,2020.0
Madhya Pradesh,Respiratory Hospitalizations,January,769.0,2020.0
Madhya Pradesh,Asthma/COPD Cases,January,1290.0,2020.0
Madhya Pradesh,Respiratory Mortality,January,4.0,2020.0
Madhya Pradesh,Respiratory Mortality,January,43.0,2020.0
Maharashtra,Other Respiratory Illness Cases,January,362.0,2020.0
Maharashtra,Asthma Cases,January,516.0,2020.0
Maharashtra,Respiratory Hospitalizations,January,460.0,2020.0
Maharashtra,Asthma/COPD Cases,January,1315.0,2020.0
Maharashtra,Respiratory Mortality,January,6.0,2020.0
Maharashtra,Respiratory Mortality,January,316.0,2020.0
Manipur,Other Respiratory Illness Cases,January,1.0,2020.0
Manipur,Asthma Cases,January,0.0,2020.0
Manipur,Respiratory Hospitalizations,January,0.0,2020.0
Manipur,Asthma/COPD Cases,January,17.0,2020.0
Manipur,Respiratory Mortality,January,0.0,2020.0
Manipur,Respiratory Mortality,January,1.0,2020.0
Meghalaya,Other Respiratory Illness Cases,January,0.0,2020.0
Meghalaya,Asthma Cases,January,4.0,2020.0
Meghalaya,Respiratory Hospitalizations,January,0.0,2020.0
Meghalaya,Respiratory Mortality,January,0.0,2020.0
Meghalaya,Respiratory Mortality,January,0.0,2020.0
Mizoram,Other Respiratory Illness Cases,January,1.0,2020.0
Mizoram,Asthma Cases,January,0.0,2020.0
Mizoram,Respiratory Hospitalizations,January,2.0,2020.0
Mizoram,Asthma/COPD Cases,January,3.0,2020.0
Mizoram,Respiratory Mortality,January,0.0,2020.0
Mizoram,Respiratory Mortality,January,11.0,2020.0
Nagaland,Other Respiratory Illness Cases,January,20.0,2020.0
Nagaland,Asthma Cases,January,3.0,2020.0
Nagaland,Respiratory Hospitalizations,January,14.0,2020.0
Nagaland,Asthma/COPD Cases,January,21.0,2020.0
Nagaland,Respiratory Mortality,January,0.0,2020.0
Nagaland,Respiratory Mortality,January,2.0,2020.0
Odisha,Other Respiratory Illness Cases,January,70.0,2020.0
Odisha,Asthma Cases,January,93.0,2020.0
Odisha,Respiratory Hospitalizations,January,141.0,2020.0
Odisha,Asthma/COPD Cases,January,40.0,2020.0
Odisha,Respiratory Mortality,January,0.0,2020.0
Odisha,Respiratory Mortality,January,0.0,2020.0
Puducherry,Other Respiratory Illness Cases,January,99.0,2020.0
Puducherry,Asthma Cases,January,44.0,2020.0
Puducherry,Respiratory Hospitalizations,January,185.0,2020.0
Puducherry,Asthma/COPD Cases,January,70.0,2020.0
Puducherry,Respiratory Mortality,January,0.0,2020.0
Puducherry,Respiratory Mortality,January,0.0,2020.0
Punjab,Other Respiratory Illness Cases,January,121.0,2020.0
Punjab,Asthma Cases,January,375.0,2020.0
Punjab,Respiratory Hospitalizations,January,89.0,2020.0
Punjab,Asthma/COPD Cases,January,339.0,2020.0
Punjab,Respiratory Mortality,January,2.0,2020.0
Punjab,Respiratory Mortality,January,21.0,2020.0
Rajasthan,Other Respiratory Illness Cases,January,4416.0,2020.0
Rajasthan,Asthma Cases,January,451.0,2020.0
Rajasthan,Respiratory Hospitalizations,January,1124.0,2020.0
Rajasthan,Asthma/COPD Cases,January,3060.0,2020.0
Rajasthan,Respiratory Mortality,January,10.0,2020.0
Rajasthan,Respiratory Mortality,January,92.0,2020.0
Sikkim,Other Respiratory Illness Cases,January,14.0,2020.0
Tamil Nadu,Other Respiratory Illness Cases,January,227.0,2020.0
Tamil Nadu,Asthma Cases,January,165.0,2020.0
Tamil Nadu,Respiratory Hospitalizations,January,14027.0,2020.0
Tamil Nadu,Asthma/COPD Cases,January,3905.0,2020.0
Tamil Nadu,Respiratory Mortality,January,0.0,2020.0
Tamil Nadu,Respiratory Mortality,January,62.0,2020.0
Telangana,Other Respiratory Illness Cases,January,338.0,2020.0
Telangana,Asthma Cases,January,508.0,2020.0
Telangana,Respiratory Hospitalizations,January,338.0,2020.0
Telangana,Asthma/COPD Cases,January,892.0,2020.0
Telangana,Respiratory Mortality,January,1.0,2020.0
Telangana,Respiratory Mortality,January,11.0,2020.0
Tripura,Other Respiratory Illness Cases,January,0.0,2020.0
Tripura,Asthma Cases,January,1.0,2020.0
Tripura,Respiratory Hospitalizations,January,4.0,2020.0
Tripura,Asthma/COPD Cases,January,53.0,2020.0
Tripura,Respiratory Mortality,January,0.0,2020.0
Tripura,Respiratory Mortality,January,1.0,2020.0
Uttar Pradesh,Other Respiratory Illness Cases,January,2733.0,2020.0
Uttar Pradesh,Asthma Cases,January,664.0,2020.0
Uttar Pradesh,Respiratory Hospitalizations,January,1030.0,2020.0
Uttar Pradesh,Asthma/COPD Cases,January,616.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,0.0,2020.0
Uttar Pradesh,Respiratory Mortality,January,0.0,2020.0
Uttarakhand,Other Respiratory Illness Cases,January,65.0,2020.0
Uttarakhand,Asthma Cases,January,49.0,2020.0
Uttarakhand,Respiratory Hospitalizations,January,33.0,2020.0
Uttarakhand,Asthma/COPD Cases,January,26.0,2020.0
Uttarakhand,Respiratory Mortality,January,0.0,2020.0
Uttarakhand,Respiratory Mortality,January,0.0,2020.0
West Bengal,Other Respiratory Illness Cases,January,988.0,2020.0
West Bengal,Asthma Cases,January,178.0,2020.0
West Bengal,Respiratory Hospitalizations,January,2175.0,2020.0
West Bengal,Asthma/COPD Cases,January,8285.0,2020.0
West Bengal,Respiratory Mortality,January,2.0,2020.0
West Bengal,Respiratory Mortality,January,341.0,2020.0
A & N Islands,Other Respiratory Illness Cases,January,1.0,2020.0
A & N Islands,Asthma Cases,January,4.0,2020.0
A & N Islands,Respiratory Hospitalizations,January,29.0,2020.0
A & N Islands,Asthma/COPD Cases,January,125.0,2020.0
A & N Islands,Respiratory Mortality,January,1.0,2020.0
A & N Islands,Respiratory Mortality,January,5.0,2020.0
Andhra Pradesh,Other Respiratory Illness Cases,January,515.0,2020.0
Andhra Pradesh,Asthma Cases,January,542.0,2020.0
Andhra Pradesh,Respiratory Hospitalizations,January,1692.0,2020.0
Andhra Pradesh,Asthma/COPD Cases,January,7810.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,11.0,2020.0
Andhra Pradesh,Respiratory Mortality,January,335.0,2020.0
Arunachal Pradesh,Other Respiratory Illness Cases,January,22.0,2020.0
Arunachal Pradesh,Asthma Cases,January,3.0,2020.0
Arunachal Pradesh,Respiratory Hospitalizations,January,114.0,2020.0
Arunachal Pradesh,Asthma/COPD Cases,January,70.0,2020.0
Arunachal Pradesh,Respiratory Mortality,January,0.0,2020.0
Arunachal Pradesh,Respiratory Mortality,January,10.0,2020.0
Assam,Other Respiratory Illness Cases,January,726.0,2020.0
Assam,Asthma Cases,January,331.0,2020.0
Assam,Respiratory Hospitalizations,January,453.0,2020.0
Assam,Asthma/COPD Cases,January,2074.0,2020.0
Assam,Respiratory Mortality,January,11.0,2020.0
Assam,Respiratory Mortality,January,172.0,2020.0
Bihar,Other Respiratory Illness Cases,January,1253.0,2020.0
Bihar,Asthma Cases,January,310.0,2020.0
Bihar,Respiratory Hospitalizations,January,266.0,2020.0
Bihar,Asthma/COPD Cases,January,1202.0,2020.0
Bihar,Respiratory Mortality,January,3.0,2020.0
Bihar,Respiratory Mortality,January,9.0,2020.0
Chandigarh,Other Respiratory Illness Cases,January,440.0,2020.0
Chandigarh,Asthma Cases,January,169.0,2020.0
Chandigarh,Respiratory Hospitalizations,January,437.0,2020.0
Chandigarh,Asthma/COPD Cases,January,143.0,2020.0
Chandigarh,Respiratory Mortality,January,1.0,2020.0
Chandigarh,Respiratory Mortality,January,37.0,2020.0
Chhattisgarh,Other Respiratory Illness Cases,January,318.0,2020.0
Chhattisgarh,Asthma Cases,January,35.0,2020.0
Chhattisgarh,Respiratory Hospitalizations,January,963.0,2020.0
Chhattisgarh,Asthma/COPD Cases,January,1703.0,2020.0
Chhattisgarh,Respiratory Mortality,January,13.0,2020.0
Chhattisgarh,Respiratory Mortality,January,69.0,2020.0
Dadra & Nagar Haveli,Other Respiratory Illness Cases,January,1.0,2020.0
Dadra & Nagar Haveli,Asthma Cases,January,0.0,2020.0
Dadra & Nagar Haveli,Respiratory Hospitalizations,January,96.0,2020.0
Dadra & Nagar Haveli,Asthma/COPD Cases,January,59.0,2020.0
